Product Name,Generic Name,Company,Category,Strength,Pack Size,MRP,Selling Price,Stock,Batch Number,Expiry Date,Image URL
Bisocor,Bisoprolol Hemifumarate,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Zitrol,Glipizide,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Ariprex 10,Aripiprazole,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Flexi SR,Aceclofenac,"Square Pharmaceuticals PLC, Pabna",Er Tablet,200 mg,,,,,,,
Frabex,Tranexamic Acid,"Square Pharmaceuticals PLC, Pabna",Injection,250 mg/5 ml,,,,,,,
Sultolin,Salbutamol,"Square Pharmaceuticals PLC, Pabna",Aerosol Inhalation,100 mcg/Metered Inhalation,,,,,,,
Sultolin,Salbutamol,"Square Pharmaceuticals PLC, Pabna",Aerosol Inhalation,100 mcg/Metered Inhalation,,,,,,,
Sultolin,Salbutamol,"Square Pharmaceuticals PLC, Pabna",Aerosol Inhalation,100 mcg/Metered Inhalation,,,,,,,
Selecox,Celecoxib,"Square Pharmaceuticals PLC, Pabna",Capsule,200 mg,,,,,,,
Prosalic,Betamethasone + Salicylic Acid,"Square Pharmaceuticals PLC, Pabna",Lotion,.05 gm + 2 gm/100 ml,,,,,,,
Vanprox,Cefpodoxime,"Square Pharmaceuticals PLC, Pabna",Capsule,200 mg,,,,,,,
Contilex TS,Chondroitin + Glucosamine,"Square Pharmaceuticals PLC, Pabna",Tablet,600 mg + 750 mg,,,,,,,
Ferglucon,Ferrous Gluconate,"Square Pharmaceuticals PLC, Pabna",Syrup,300 mg/5 ml,,,,,,,
Urso 300,Ursodeoxycholic Acid,"Square Pharmaceuticals PLC, Pabna",Tablet,300 mg,,,,,,,
Specbac,Meropenem,"Square Pharmaceuticals PLC, Pabna",Injection,500 mg/vial,,,,,,,
Sultolin Respirator Solution,Salbutamol,"Square Pharmaceuticals PLC, Pabna",Nebuliser Solution,5 mg/ml,,,,,,,
Vanprox,Cefpodoxime,"Square Pharmaceuticals PLC, Pabna",Powder For Suspension,80 mg/5 ml,,,,,,,
Selecox,Celecoxib,"Square Pharmaceuticals PLC, Pabna",Capsule,100 mg,,,,,,,
Vanprox,Cefpodoxime,"Square Pharmaceuticals PLC, Pabna",Capsule,100 mg,,,,,,,
Fanil,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Capsule,100 mg,,,,,,,
Flexi,Aceclofenac,"Square Pharmaceuticals PLC, Pabna",Tablet,100 mg,,,,,,,
Sultolin,Salbutamol,"Square Pharmaceuticals PLC, Pabna",Syrup,2 mg/5 ml,,,,,,,
Alopec,Finasteride,"Square Pharmaceuticals PLC, Pabna",Tablet,1 mg,,,,,,,
Antrax,Tranexamic Acid,"Square Pharmaceuticals PLC, Pabna",Injection,500 mg/5 ml,,,,,,,
Specbac,Meropenem,"Square Pharmaceuticals PLC, Pabna",Injection,1 gm/vial,,,,,,,
Frabex,Tranexamic Acid,"Square Pharmaceuticals PLC, Pabna",Injection,500 mg/5 ml,,,,,,,
Splendora,Minoxidil,"Square Pharmaceuticals PLC, Pabna",Scalp Lotion,20 mg/ml,,,,,,,
Nacromin,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Nasal Spray,20 mg/ml,,,,,,,
Nacromin,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Eye Drops,20 mg/ml,,,,,,,
Vanprox,Cefpodoxime,"Square Pharmaceuticals PLC, Pabna",Paediatric Drops,20 mg/ml,,,,,,,
Nacromin,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Nasal Drops,30 mg/ml,,,,,,,
Nacromin,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Nasal Drops,20 mg/ml,,,,,,,
Sepnil,Cetrimide + Chlorhexidine Gluconate,"Square Pharmaceuticals PLC, Pabna",Solution,15 gm + 1.5 gm/100 ml,,,,,,,
Deflacort,Deflazacort,"Square Pharmaceuticals PLC, Pabna",Suspension,120 mg/100 ml,,,,,,,
Deflacort 6,Deflazacort,"Square Pharmaceuticals PLC, Pabna",Tablet,6 mg,,,,,,,
Contilex,Chondroitin + Glucosamine,"Square Pharmaceuticals PLC, Pabna",Tablet,200 mg + 250 mg,,,,,,,
Flugal,Fluconazole,"Square Pharmaceuticals PLC, Pabna",Powder For Suspension,50 mg/5 ml,,,,,,,
Splendora,Minoxidil,"Square Pharmaceuticals PLC, Pabna",Scalp Lotion,50 mg/ml,,,,,,,
Refamid,Isoniazid + Rifampicin,"Square Pharmaceuticals PLC, Pabna",Tablet,150 mg + 300 mg,,,,,,,
Pit,Pyrantel Pamoate,"Square Pharmaceuticals PLC, Pabna",Suspension,500 mg/10 ml,,,,,,,
562,Ammonium Bicarbonate + Gentian + Ginger + Nux vomica + Sodium Bicarbonate,"Square Pharmaceuticals PLC, Pabna",Powder,25 gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm,,,,,,,
Defiron,Iron Sucrose (Iron (Iii) Hydroxide Sucrose Complex),"Square Pharmaceuticals PLC, Pabna",Injection,100 mg/5 ml,,,,,,,
Vertina-D,Doxylamine Succinate + Pyridoxine Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Dr Tablet,10 mg + 10 mg,,,,,,,
Ultivent Cozycap,Glycopyrronium + Indacaterol,"Square Pharmaceuticals PLC, Pabna",Inhalation Capsule,50 mcg + 110 mcg,,,,,,,
Nacromin,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Aerosol Inhalation,5 mg/Metered Inhalation,,,,,,,
Colmint 187mg Capsule,Peppermint Oil,"Square Pharmaceuticals PLC, Pabna",Capsule,.2 ml,,,,,,,
Zitrol,Glipizide,"Square Pharmaceuticals PLC, Pabna",Tablet,2.5 mg,,,,,,,
Dirumide,Amiloride Hydrochloride + Hydrochlorothiazide,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg + 50 mg,,,,,,,
Bisocor,Bisoprolol Hemifumarate,"Square Pharmaceuticals PLC, Pabna",Tablet,2.5 mg,,,,,,,
Dormitol,Midazolam,"Square Pharmaceuticals PLC, Pabna",Tablet,7.5 mg,,,,,,,
Vanprox,Cefpodoxime,"Square Pharmaceuticals PLC, Pabna",Powder For Suspension,40 mg/5 ml,,,,,,,
Dormitol,Midazolam,"Square Pharmaceuticals PLC, Pabna",Injection,15 mg/3 ml,,,,,,,
Nalgesic,Buprenorphine,"Square Pharmaceuticals PLC, Pabna",Injection,300 mcg/ml,,,,,,,
Bipen,Benzyl Penicillin,"Square Pharmaceuticals PLC, Pabna",Injection,40 Lac Unit,,,,,,,
Nacromin Cozycap,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Inhalation Capsule,20 mg,,,,,,,
Nacromin,Sodium Cromoglycate,"Square Pharmaceuticals PLC, Pabna",Aerosol Inhalation,2 mg/Metered Inhalation,,,,,,,
Germisol,Chlorhexidine Gluconate,"Square Pharmaceuticals PLC, Pabna",Hand Rub,500 mg/100 ml,,,,,,,
Intimate 20,Tadalafil,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg,,,,,,,
Deflacort 18,Deflazacort,"Square Pharmaceuticals PLC, Pabna",Tablet,18 mg,,,,,,,
Esmo,Isosorbide Mononitrate,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg,,,,,,,
Laxyl,Bromazepam,"Square Pharmaceuticals PLC, Pabna",Tablet,3 mg,,,,,,,
Gigabac 4.5 M IM/IV Inj,Colistin,"Square Pharmaceuticals PLC, Pabna",Injection,150 mg/vial,,,,,,,
Sultolin Cozycap,Salbutamol,"Square Pharmaceuticals PLC, Pabna",Inhalation Capsule,200 mcg,,,,,,,
Lido,Lidocaine,"Square Pharmaceuticals PLC, Pabna",Spray,10 gm/100 ml,,,,,,,
Flugal,Fluconazole,"Square Pharmaceuticals PLC, Pabna",Capsule,50 mg,,,,,,,
ResQ 30 Licap,Coenzyme,"Square Pharmaceuticals PLC, Pabna",Capsule,Q10 (Ubidecarenone)  30 mg,,,,,,,
RexQ 60 Licap,Coenzyme,"Square Pharmaceuticals PLC, Pabna",Capsule,Q10 (Ubidecarenone)  60 mg,,,,,,,
Methicol,Mecobalamin,"Square Pharmaceuticals PLC, Pabna",Injection,.5 mg/ml,,,,,,,
Relatro 50,Dantrolene Sodium,"Square Pharmaceuticals PLC, Pabna",Capsule,50 mg,,,,,,,
Deflacort 30,Deflazacort,"Square Pharmaceuticals PLC, Pabna",Tablet,30 mg,,,,,,,
Anclog,Aspirin + Clopidogrel,"Square Pharmaceuticals PLC, Pabna",Tablet,75 mg + 75 mg,,,,,,,
Gasmot 2.5,Mosapride Citrate,"Square Pharmaceuticals PLC, Pabna",Tablet,2.5 mg,,,,,,,
Siglita,Sitagliptin,"Square Pharmaceuticals PLC, Pabna",Tablet,25 mg,,,,,,,
Rupadin,Rupatadine,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Sultolin,Salbutamol,"Square Pharmaceuticals PLC, Pabna",Tablet,4 mg,,,,,,,
Esmo,Isosorbide Mononitrate,"Square Pharmaceuticals PLC, Pabna",Tablet,40 mg,,,,,,,
Laxyl,Bromazepam,"Square Pharmaceuticals PLC, Pabna",Tablet,1.5 mg,,,,,,,
Prazolok 5,Prazosin,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Vigorex 100,Sildenafil,"Square Pharmaceuticals PLC, Pabna",Tablet,100 mg,,,,,,,
Dormitol,Midazolam,"Square Pharmaceuticals PLC, Pabna",Tablet,15 mg,,,,,,,
Dormitol,Midazolam,"Square Pharmaceuticals PLC, Pabna",Injection,5 mg/ml,,,,,,,
Seclo,Omeprazole,"Square Pharmaceuticals PLC, Pabna",Capsule,20 mg,,,,,,,
Alp,Alprazolam,"Square Pharmaceuticals PLC, Pabna",Tablet,.5 mg,,,,,,,
Xenole,Esomeprazole + Naproxen,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg + 500 mg,,,,,,,
Psorix,Tazarotene,"Square Pharmaceuticals PLC, Pabna",Gel,.05 gm/100 gm,,,,,,,
Afun,Clotrimazole,"Square Pharmaceuticals PLC, Pabna",Cream,1 gm/100 gm,,,,,,,
Frabex,Tranexamic Acid,"Square Pharmaceuticals PLC, Pabna",Tablet,500 mg,,,,,,,
Flugal,Fluconazole,"Square Pharmaceuticals PLC, Pabna",Capsule,200 mg,,,,,,,
Deflacort 12,Deflazacort,"Square Pharmaceuticals PLC, Pabna",Tablet,12 mg,,,,,,,
Flugal,Fluconazole,"Square Pharmaceuticals PLC, Pabna",Paediatric Drops,50 mg/5 ml,,,,,,,
Flugal,Fluconazole,"Square Pharmaceuticals PLC, Pabna",Suspension,50 mg/5 ml,,,,,,,
Prosalic,Betamethasone + Salicylic Acid,"Square Pharmaceuticals PLC, Pabna",Ointment,.05 gm + 3 gm/100 gm,,,,,,,
Kop,Ketoprofen,"Square Pharmaceuticals PLC, Pabna",Tablet,200 mg,,,,,,,
Evit,Vitamin E,"Square Pharmaceuticals PLC, Pabna",Capsule,600 mg,,,,,,,
D-Balance 1000 IU Licap,Cholecalciferol (Vit.,"Square Pharmaceuticals PLC, Pabna",Capsule,D3)  1000 IU,,,,,,,
Xenole 375,Esomeprazole + Naproxen,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg + 375 mg,,,,,,,
Seclo DR 20,Omeprazole,"Square Pharmaceuticals PLC, Pabna",Dr Tablet,20 mg,,,,,,,
Uriten,Alfuzosin Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Cefdir,Cefdinir,"Square Pharmaceuticals PLC, Pabna",Capsule,300 mg,,,,,,,
EFO,Formoterol Fumarate,"Square Pharmaceuticals PLC, Pabna",Inhalation Capsule,12 mcg,,,,,,,
Alp,Alprazolam,"Square Pharmaceuticals PLC, Pabna",Tablet,.25 mg,,,,,,,
Gasmot 5,Mosapride Citrate,"Square Pharmaceuticals PLC, Pabna",Tablet,5 mg,,,,,,,
Solider,Solifenacin Succinate,"Square Pharmaceuticals PLC, Pabna",Oral Solution,1 mg/ml,,,,,,,
Metfo-G 1,Glimepiride + Metformin Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,1 mg + 500 mg,,,,,,,
Metfo-G 2,Glimepiride + Metformin Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,2 mg + 500 mg,,,,,,,
Fexo 120,Fexofenadine Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,120 mg,,,,,,,
Fexo 180,Fexofenadine Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Tablet,180 mg,,,,,,,
Tofenac,Diclofenac Sodium,"Square Pharmaceuticals PLC, Pabna",Tablet,50 mg,,,,,,,
Fexo,Fexofenadine Hydrochloride,"Square Pharmaceuticals PLC, Pabna",Suspension,30 mg/5 ml,,,,,,,
Pep,Famotidine,"Square Pharmaceuticals PLC, Pabna",Tablet,20 mg,,,,,,,
Pep,Famotidine,"Square Pharmaceuticals PLC, Pabna",Tablet,40 mg,,,,,,,
Rupadin,Rupatadine,"Square Pharmaceuticals PLC, Pabna",Oral Solution,5 mg/5 ml,,,,,,,
Neotack 150,Ranitidine,"Square Pharmaceuticals PLC, Pabna",Tablet,150 mg,,,,,,,
Antigrad,Montelukast,"Square Pharmaceuticals PLC, Pabna",Chewable Tablet,4 mg,,,,,,,
Antigrad,Montelukast,"Square Pharmaceuticals PLC, Pabna",Chewable Tablet,5 mg,,,,,,,
Antigrad,Montelukast,"Square Pharmaceuticals PLC, Pabna",Tablet,10 mg,,,,,,,
Antigrad,Montelukast,"Square Pharmaceuticals PLC, Pabna",Oral Granules,4 mg/Sachet,,,,,,,
